rn,ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0048608,BP,GO:0048608,reproductive structure development,67/2907,305/18870,0.00139608151728007,0.0129887999773408,0.0103748606837139,SOX8/TNC/PTPRN/FOXC1/MSH4/ASPM/AFP/TFAP2C/TESC/ESR1/TYRO3/TGFB2/DMC1/BIK/SIX4/REC8/BMP7/PCYT1B/SALL1/LHB/AMH/HOXA13/BMP5/IL1A/KIF18A/TNFAIP6/INHA/SOX9/C3/SERPINF1/HSD17B4/WNT2B/TBX3/AMHR2/SERPINE2/FOXF2/SULF1/STRA6/RBP4/IDH1/SOD1/REN/SRD5A1/GAS2/GFRA1/MERTK/MMP14/HOXB13/ACE/AR/RARG/A2M/DMRTA1/BOK/IRX5/KCNE1/ZP3/FLNA/SRC/ADAM32/ADGRG1/SERPINB5/ANG/INSL3/HOXA10/SCX/SRD5A2,67
GO:0007271,BP,GO:0007271,"synaptic transmission, cholinergic",12/2907,31/18870,0.00139750030830269,0.0129887999773408,0.0103748606837139,TACR2/CHRNA3/CHRNA4/CHRNB4/ADORA2A/APOE/CHRNA6/LYPD1/CHRNB2/CHRNA5/CHRNA7/NQO1,12
GO:0098810,BP,GO:0098810,neurotransmitter reuptake,13/2907,35/18870,0.0013980924595366,0.0129887999773408,0.0103748606837139,SLC6A13/SLC6A2/SLC6A4/SLC1A2/SLC6A12/SLC6A11/SLC6A3/SLC22A3/SLC6A1/RAB3B/SLC22A1/SLC17A8/DRD1,13
GO:0048285,BP,GO:0048285,organelle fission,100/2907,488/18870,0.00140915656749205,0.013071292625279,0.0104407520463711,CYP26B1/NCAPD2/ANLN/IGF1/RAD51/MSH4/ASPM/TRIP13/NDC80/CDC14B/RAD54L/AURKA/TPX2/BIRC5/KIF4A/MISP/DMC1/REC8/MYBL2/BMP7/CENPI/ARHGEF10/PEX11G/CCNE1/HOXA13/NCAPG/RAD51AP1/TTK/KAT2B/IL1A/CDC20/NEK2/CENPF/KIF14/DUSP1/MSX2/NCAPH/KIF18A/ZWINT/CENPK/KIF25/DLGAP5/PKMYT1/LIF/SGO1/PSMC3IP/TOP2A/TESMIN/TEX15/CCNB1/CDCA8/KIF23/KIF11/CENPE/EGF/PRICKLE1/P3H4/KIF2C/NUF2/FANCD2/MTFR2/CDCA5/MKI67/CHEK1/SPC25/EME1/FBXO43/BUB1B/CCNB2/CDC25C/PINK1/HSF2BP/RACGAP1/SPC24/MEIOB/NFIA/MAD2L1/MAP9/PTTG1/PRAP1/PEX11A/PLK1/TERB2/CDT1/KCTD19/BUB1/CDK1/UBE2C/SPHK1/BNIP3/HASPIN/AURKB/MAPK15/CDCA2/KIF18B/MAPT/FLNA/PRC1/SYCE1L/KIFC1,100
GO:0072088,BP,GO:0072088,nephron epithelium morphogenesis,23/2907,79/18870,0.00142447046255923,0.0131928897484394,0.0105378782793203,SOX8/PAX2/WNT11/SIX4/SALL1/SOX9/HS3ST3B1/PAX8/SIX1/LIF/LAMA5/WNT2B/ADAMTS16/KIF26B/GREM1/NPNT/IRX2/SIX2/IRX3/TACSTD2/FMN1/HOXB7/HNF1B,23
GO:0060670,BP,GO:0060670,branching involved in labyrinthine layer morphogenesis,7/2907,13/18870,0.00148472388841019,0.0137084923215404,0.0109497180854163,GRHL2/IL10/GCM1/RSPO3/ST14/SPINT1/SPINT2,7
GO:1904748,BP,GO:1904748,regulation of apoptotic process involved in development,7/2907,13/18870,0.00148472388841019,0.0137084923215404,0.0109497180854163,FOXC1/PAX2/TGFB2/BMP7/PAX8/FOXC2/HNF1B,7
GO:0010001,BP,GO:0010001,glial cell differentiation,57/2907,252/18870,0.00151384665091072,0.0139558467063156,0.011147293480066,SOX8/PAX6/VCAN/PAX2/TP73/PHGDH/FA2H/ARHGEF10/ASPA/VTN/MDK/ID2/CLU/LRP1/NDP/SOX4/MYRF/SOX9/MMP24/ADORA2A/LIF/ANO1/ITGB4/BCAN/EMX1/SERPINE2/TLR4/IL33/GCM1/ZNF365/LEF1/HAPLN3/SOD1/DLX1/HAPLN1/TNFRSF21/TENM4/ACAN/PLPP3/NFIA/KLF15/SPINT1/TUBA1A/SH3TC2/GPR37L1/CDK1/GAP43/DAB1/BNIP3/BOK/SOX11/F2/DRD1/ROR1/MAPT/DNER/ZNF488,57
GO:0007189,BP,GO:0007189,adenylate cyclase-activating G protein-coupled receptor signaling pathway,39/2907,158/18870,0.00154326718835316,0.0142051809044876,0.011346450259309,GIPR/ADRB1/LPAR2/PDE4A/ADGRL1/ADCY2/PTHLH/RAPGEF4/APLP1/GHRHR/CALCA/ADGRD1/GLP1R/ADRA1A/ADGRB2/PTGFR/ADORA2A/ADGRB3/MRAP2/UCN2/ADRA2A/ADGRF4/PTH1R/ADGRF2/ADCY1/GPER1/ABCA1/ADRB2/ADRA1B/ADORA2B/LPAR3/CALCB/ADRA2C/DRD1/ADGRG1/GCGR/ADM5/MC1R/ADRA2B,39
GO:0032329,BP,GO:0032329,serine transport,6/2907,10/18870,0.00159244531212688,0.0145237809488645,0.0116009334355841,SLC38A5/SLC1A5/SFXN3/SLC38A2/SFXN2/SFXN1,6
GO:0032429,BP,GO:0032429,regulation of phospholipase A2 activity,6/2907,10/18870,0.00159244531212688,0.0145237809488645,0.0116009334355841,LRP1/AGTR1/AVPR1B/ANG/ANXA8L1/ANXA8,6
GO:0042373,BP,GO:0042373,vitamin K metabolic process,6/2907,10/18870,0.00159244531212688,0.0145237809488645,0.0116009334355841,GGCX/CBR1/CYP4F11/NQO1/CYP4F2/CYP4F12,6
GO:0140059,BP,GO:0140059,dendrite arborization,6/2907,10/18870,0.00159244531212688,0.0145237809488645,0.0116009334355841,SEMA3A/SULT4A1/ZNF365/TPBG/IGF2BP1/CHRNA7,6
GO:0150172,BP,GO:0150172,regulation of phosphatidylcholine metabolic process,6/2907,10/18870,0.00159244531212688,0.0145237809488645,0.0116009334355841,SCARB1/RAB38/APOC1/LPCAT1/ABCA3/MFSD2A,6
GO:1905918,BP,GO:1905918,regulation of CoA-transferase activity,6/2907,10/18870,0.00159244531212688,0.0145237809488645,0.0116009334355841,APOA4/APOA1/APOE/AGTR1/APOA2/CHRNA7,6
GO:0048771,BP,GO:0048771,tissue remodeling,44/2907,184/18870,0.00159670051903712,0.0145402103745447,0.0116140565110679,PDK4/SYT7/IL20RA/FOXC1/CLDN18/SPP2/SEMA3C/NOX4/TF/JAG1/RAB3D/HAMP/HOXA3/MDK/CALCA/HRG/IL1A/LEPR/SPP1/PLG/DBH/NDP/LIF/TPH1/HTR1B/TNFRSF11A/P3H4/RSPO3/IL18/GJA1/UBASH3B/MMP14/ACE/CBS/PTH1R/CTHRC1/GREM1/ADRB2/FOXC2/TMEM119/MITF/FLNA/SIGLEC15/SRC,44
GO:0031998,BP,GO:0031998,regulation of fatty acid beta-oxidation,9/2907,20/18870,0.00160396771639638,0.0145402103745447,0.0116140565110679,ABCB11/ACACB/LONP2/MLYCD/ETFBKMT/FABP1/MFSD2A/PPARA/PLIN5,9
GO:0055062,BP,GO:0055062,phosphate ion homeostasis,9/2907,20/18870,0.00160396771639638,0.0145402103745447,0.0116140565110679,ABCC6/SFRP4/SLC34A1/ENPP3/SLC34A2/ALPL/SLC17A8/ENPP1/SLC34A3,9
GO:1902001,BP,GO:1902001,fatty acid transmembrane transport,9/2907,20/18870,0.00160396771639638,0.0145402103745447,0.0116140565110679,SLC27A5/SLC2A1/CD36/SLC22A9/ACSL1/CPT2/SLC25A20/ACSL5/SLC5A8,9
GO:0150063,BP,GO:0150063,visual system development,83/2907,395/18870,0.00164806033430201,0.0149173146446731,0.0119152701930586,ABCB5/SOX8/USH1C/PROM1/PAX6/FOXC1/PAX2/DCX/SMARCD3/GRHL2/TGFB2/VSX1/BMP7/BIRC7/JAG1/CELF4/RPGRIP1L/CALB1/PPP1R13L/PBX4/SIPA1L3/LHX2/CRYAB/NECTIN1/VAX2/MFAP2/HPCA/NDP/SOX9/C3/PLAAT1/SERPINF1/ATP8A2/EPHB2/PDE6B/WNT2B/TMOD1/TFAP2A/FOXF2/STRA6/RBP4/PRICKLE1/FOXN4/SLC39A5/CYP1A1/ADAMTS18/SLC6A3/WNT9A/NPHP1/DLX1/COL8A1/SLC25A25/GPM6A/SLC7A11/THRB/MERTK/LPCAT1/THY1/ATP2B2/AQP5/NFIA/PITX2/FAT3/RET/MFSD2A/RARG/SH3PXD2B/FOXC2/SOX11/FJX1/SLC17A8/ATOH7/MAB21L2/TSKU/RP1L1/FSCN2/MITF/COL4A1/WNT7B/NHS/SPRED3/SMOC1/AQP1,83
GO:0019218,BP,GO:0019218,regulation of steroid metabolic process,28/2907,104/18870,0.00174321552632562,0.0157547711389821,0.0125841922237531,NR1H4/RORA/ABCB11/APOB/SEC14L2/AQP8/DKKL1/ERLIN1/CYP27B1/GNB3/BMP5/IL1A/ACADL/APOA1/EPHX2/APOE/FMO5/IGF1R/SOD1/RORC/ATP1A1/STARD4/SERPINA12/CYP7A1/INSIG1/CES1/UGT1A1/UGT1A8,28
GO:0007059,BP,GO:0007059,chromosome segregation,88/2907,424/18870,0.00178860408583498,0.0161305152393712,0.0128843194642267,NCAPD2/DPF1/MSH4/ASPM/TRIP13/NDC80/SMARCD3/AURKA/TPX2/BIRC5/KIF4A/CDC6/MISP/CENPM/DMC1/REC8/MYBL2/CENPI/ARHGEF10/CCNE1/NCAPG/TTK/KAT2B/ECT2/CDC20/NEK2/CENPF/KIF14/DUSP1/CENPL/NCAPH/KIF18A/GPSM2/ZWINT/CENPK/STIL/HJURP/KIF25/DLGAP5/SGO1/PSMC3IP/TOP2A/TEX15/CCNB1/CDCA8/KIF23/KIF11/CENPE/PRICKLE1/P3H4/KIF2C/NUF2/FANCD2/CDCA5/MKI67/CENPU/SPC25/SKA1/BUB1B/CCNB2/RACGAP1/SPC24/MEIOB/SGO2/MAD2L1/MAP9/PTTG1/SKA3/PRAP1/PLK1/TERB2/CDT1/BUB1/CDK1/ESCO2/UBE2C/RMI2/HASPIN/AURKB/MAPK15/CDCA2/KIF18B/FLNA/CCDC69/PRC1/SYCE1L/DPF3/KIFC1,88
GO:0046467,BP,GO:0046467,membrane lipid biosynthetic process,37/2907,149/18870,0.00179018253701194,0.0161305152393712,0.0128843194642267,ALDH3B1/PIGV/ST3GAL6/CERS4/FA2H/CWH43/ST6GALNAC5/GAL3ST1/A4GALT/ALDH3B2/PEMT/B4GALNT1/ABCA8/PLPP2/ST8SIA6/TLCD3B/PLPP3/B3GALT2/SGPP2/ELOVL7/DEGS2/ELOVL6/CYP4F22/ORMDL3/SPTLC3/B3GALT1/UGT8/SPHK1/B3GNT5/ALOXE3/ALOX12B/ENPP7/SPNS2/CERKL/ASAH2/CERS1/B3GALT4,37
GO:0002028,BP,GO:0002028,regulation of sodium ion transport,24/2907,85/18870,0.00180272666962271,0.0161827772613985,0.0129260639824677,ATP1B3/NKAIN1/TESC/FXYD3/FGF12/ATP1B2/GRP/SERPINE2/FXYD2/SIK1/ATP1A1/WNK2/SCN3B/NETO1/PCSK9/ADRB2/GLRX/NKX2-5/SCN5A/NKAIN3/WNK3/STK39/DMD/FXYD1,24
GO:0007269,BP,GO:0007269,neurotransmitter secretion,36/2907,144/18870,0.00180680180688855,0.0161827772613985,0.0129260639824677,SYT7/TACR2/RIMS1/CHRNA3/STX1A/ASIC1/LIN7A/KMO/CHRNB4/KCNJ8/GRM4/PRKCG/ADORA2A/SYT5/UNC13A/SNAP25/SLC38A2/HTR1B/MYOF/CPLX2/SYT8/DOC2A/SYN2/CADPS/GPER1/PRRT2/NLGN1/SLC30A1/SYT9/SNCG/CTBP2/RIMS2/SEPTIN5/PCLO/ERC2/FER1L5,36
GO:0050714,BP,GO:0050714,positive regulation of protein secretion,36/2907,144/18870,0.00180680180688855,0.0161827772613985,0.0129260639824677,CFTR/TMEM132A/GIPR/NR1H4/IGF1/AACS/RAPGEF4/TGFB2/PCK2/KCNN4/GCK/EXPH5/GPLD1/IL1A/SOX4/ADORA2A/ANO1/NR0B2/SNAP25/TLR4/RBP4/GLUD1/ANKRD1/VSNL1/SLC2A2/GPER1/OR51E2/ADAM9/MYRIP/GPR27/FGG/FGA/FGB/F2/ABAT/ANG,36
GO:0099643,BP,GO:0099643,signal release from synapse,36/2907,144/18870,0.00180680180688855,0.0161827772613985,0.0129260639824677,SYT7/TACR2/RIMS1/CHRNA3/STX1A/ASIC1/LIN7A/KMO/CHRNB4/KCNJ8/GRM4/PRKCG/ADORA2A/SYT5/UNC13A/SNAP25/SLC38A2/HTR1B/MYOF/CPLX2/SYT8/DOC2A/SYN2/CADPS/GPER1/PRRT2/NLGN1/SLC30A1/SYT9/SNCG/CTBP2/RIMS2/SEPTIN5/PCLO/ERC2/FER1L5,36
GO:0051957,BP,GO:0051957,positive regulation of amino acid transport,10/2907,24/18870,0.00181249129195719,0.0161852767160894,0.0129280604328133,SLC12A2/SLC38A1/KMO/ADORA2A/SLC6A1/AVPR1A/SLC17A8/ABAT/SLC38A3/GABBR1,10
GO:0072273,BP,GO:0072273,metanephric nephron morphogenesis,10/2907,24/18870,0.00181249129195719,0.0161852767160894,0.0129280604328133,SOX8/PAX2/SALL1/SOX9/PAX8/LIF/KIF26B/GREM1/SIX2/FMN1,10
GO:0043434,BP,GO:0043434,response to peptide hormone,89/2907,430/18870,0.00184063319915486,0.0164120840991707,0.0131092238201633,GCLC/PDK4/PAX6/NR1H4/CPS1/OTC/KCNQ1/F7/PKM/CDC6/PNPLA3/PCK2/BMP7/LPIN2/PHEX/SLC39A14/FGF21/GHRHR/RARRES2/GCK/CXCL12/SCNN1A/GLP1R/GPLD1/GHR/STC2/KAT2B/REG1A/SLC2A1/GOT1/KCNJ8/CAT/ACVR1C/PCK1/CDO1/AANAT/ASS1/SLC34A1/HMGCS2/ECHDC3/EDNRB/IL10/SORL1/KHK/HADH/IGF1R/TNFRSF11A/PKLR/AGTR1/AHSG/CCNA2/SRD5A1/PIK3R1/CRHBP/IGFBP1/FOXO1/PDE3B/PID1/PFKFB1/TFF1/ALPL/KLF15/SPINK1/GPER1/FBP1/GJB2/VWA2/SERPINA12/GPT2/GPT/PCSK9/FOS/SLC25A33/REG1B/HSD11B2/FOXC2/TRIM72/ERFE/OXTR/SLC2A4/INSIG1/PPARA/GPR21/SRC/ENPP1/GCGR/TRIM16/NEFL/SRD5A2,89
GO:0001654,BP,GO:0001654,eye development,82/2907,391/18870,0.00185356309203839,0.0165027797316453,0.0131816673525286,ABCB5/SOX8/USH1C/PROM1/PAX6/FOXC1/PAX2/DCX/SMARCD3/GRHL2/TGFB2/VSX1/BMP7/BIRC7/JAG1/CELF4/RPGRIP1L/CALB1/PPP1R13L/PBX4/SIPA1L3/LHX2/CRYAB/NECTIN1/VAX2/MFAP2/HPCA/NDP/SOX9/PLAAT1/SERPINF1/ATP8A2/EPHB2/PDE6B/WNT2B/TMOD1/TFAP2A/FOXF2/STRA6/RBP4/PRICKLE1/FOXN4/SLC39A5/CYP1A1/ADAMTS18/SLC6A3/WNT9A/NPHP1/DLX1/COL8A1/SLC25A25/GPM6A/SLC7A11/THRB/MERTK/LPCAT1/THY1/ATP2B2/AQP5/NFIA/PITX2/FAT3/RET/MFSD2A/RARG/SH3PXD2B/FOXC2/SOX11/FJX1/SLC17A8/ATOH7/MAB21L2/TSKU/RP1L1/FSCN2/MITF/COL4A1/WNT7B/NHS/SPRED3/SMOC1/AQP1,82
GO:0090303,BP,GO:0090303,positive regulation of wound healing,19/2907,62/18870,0.00186535431157032,0.0165830829808696,0.0132458099234054,F7/FERMT2/CPB2/APOH/FERMT1/VTN/HRG/PLG/PLAU/F12/CD36/DUOX1/DUOX2/ADRA2A/SERPINF2/FOXC2/F2/CLDN4/INSL3,19
GO:0006937,BP,GO:0006937,regulation of muscle contraction,41/2907,170/18870,0.00190466191749547,0.0168349569310766,0.0134469953406737,DSG2/KCNQ1/CACNB1/TACR2/CHRNA3/MYLK2/TNNT1/NMU/CALCA/CHRNB4/TNNT2/ADRA1A/TNNI3/SPX/HCN4/PDE5A/SOD1/ADCY10/ADRA2A/STC1/BMP10/ATP1A1/ADORA1/ITGA2/GPER1/NPNT/ADRB2/ADRA1B/ADORA2B/ORMDL3/SPHK1/OXTR/CHRM2/ABAT/NKX2-5/CTNNA3/SCN5A/ADRA2C/ATP2A1/DMD/ADRA2B,41
GO:0001963,BP,GO:0001963,"synaptic transmission, dopaminergic",11/2907,28/18870,0.00191056923887699,0.0168349569310766,0.0134469953406737,RASD2/SLC6A2/SLC6A4/ADORA2A/SLC6A3/CRHBP/PINK1/CHRNB2/RAB3B/CHRNA7/DRD1,11
GO:0030194,BP,GO:0030194,positive regulation of blood coagulation,11/2907,28/18870,0.00191056923887699,0.0168349569310766,0.0134469953406737,F7/CPB2/APOH/VTN/HRG/PLG/PLAU/F12/CD36/SERPINF2/F2,11
GO:0042398,BP,GO:0042398,cellular modified amino acid biosynthetic process,11/2907,28/18870,0.00191056923887699,0.0168349569310766,0.0134469953406737,ACADM/BBOX1/GAMT/GCH1/MTHFS/ALDH9A1/ALDH7A1/CKB/GATM/CKMT1A/CKMT1B,11
GO:0042634,BP,GO:0042634,regulation of hair cycle,11/2907,28/18870,0.00191056923887699,0.0168349569310766,0.0134469953406737,CDH3/NGFR/TGFB2/FERMT1/FA2H/FOXN1/MSX2/KRT17/TERT/TSKU/EPS8L3,11
GO:1900048,BP,GO:1900048,positive regulation of hemostasis,11/2907,28/18870,0.00191056923887699,0.0168349569310766,0.0134469953406737,F7/CPB2/APOH/VTN/HRG/PLG/PLAU/F12/CD36/SERPINF2/F2,11
GO:0009218,BP,GO:0009218,pyrimidine ribonucleotide metabolic process,12/2907,32/18870,0.00192600474790223,0.0169460094216163,0.013535699002285,UPP2/UPB1/DHODH/NME5/UCK2/DPYS/AK3/AK5/CDA/NME9/ENTPD5/DPYD,12
GO:0086003,BP,GO:0086003,cardiac muscle cell contraction,22/2907,76/18870,0.00193972709490148,0.0170188019947865,0.0135938423878763,DSG2/KCNQ1/KCNH2/ABCC9/KCNN2/FGF12/KCNJ8/HCN4/ADCY10/GJA1/STC1/ATP1A1/ADORA1/CACNB2/SCN3B/KCND3/KCNE1/GJC1/CTNNA3/SCN5A/ATP2A1/FLNA,22
GO:0050796,BP,GO:0050796,regulation of insulin secretion,40/2907,165/18870,0.00193996706676323,0.0170188019947865,0.0135938423878763,CFTR/GIPR/SYT7/NR1H4/ALOX5/AACS/RAPGEF4/PCK2/HNF4A/STX1A/GCK/GPLD1/ACVR1C/SOX4/GNAZ/ANO1/NR0B2/SNAP25/RBP4/HADH/ABCA12/GLUD1/ADRA2A/FOXO1/SLC16A1/KCNB1/SSTR5/VSNL1/SLC2A2/SLC9B2/GPER1/MYRIP/GPR27/BRSK2/F2/ABAT/BMP8A/EFNA5/KCNJ11/FAM3D,40
GO:0061458,BP,GO:0061458,reproductive system development,67/2907,309/18870,0.00197099593992729,0.0172656935704026,0.0137910481116897,SOX8/TNC/PTPRN/FOXC1/MSH4/ASPM/AFP/TFAP2C/TESC/ESR1/TYRO3/TGFB2/DMC1/BIK/SIX4/REC8/BMP7/PCYT1B/SALL1/LHB/AMH/HOXA13/BMP5/IL1A/KIF18A/TNFAIP6/INHA/SOX9/C3/SERPINF1/HSD17B4/WNT2B/TBX3/AMHR2/SERPINE2/FOXF2/SULF1/STRA6/RBP4/IDH1/SOD1/REN/SRD5A1/GAS2/GFRA1/MERTK/MMP14/HOXB13/ACE/AR/RARG/A2M/DMRTA1/BOK/IRX5/KCNE1/ZP3/FLNA/SRC/ADAM32/ADGRG1/SERPINB5/ANG/INSL3/HOXA10/SCX/SRD5A2,67
GO:0019217,BP,GO:0019217,regulation of fatty acid metabolic process,27/2907,100/18870,0.00199397763386899,0.0174325041908267,0.0139242888229551,PDK4/MLXIPL/ABCB11/FMO4/ACACB/LONP2/MLYCD/ERLIN1/APOA5/APOA4/APOC3/KAT2B/ACADL/SOX9/APOC1/RGN/ETFBKMT/FABP1/AVPR1A/CYP7A1/MFSD2A/ERFE/INSIG1/PPARA/PLIN5/APOC2/UGT1A8,27
GO:0007409,BP,GO:0007409,axonogenesis,92/2907,448/18870,0.00199586584835639,0.0174325041908267,0.0139242888229551,PAX6/ANOS1/FSTL4/NGFR/PLA2G10/TRPC5/NOTCH3/SEMA3A/SEMA3C/PAX2/MAP2/EPHA6/NRCAM/SEMA6A/HDAC6/BMP7/APLP1/DLX5/EVX1/LIMK1/LHX2/CXCL12/NECTIN1/PTK7/UNC5A/PLXNA1/VAX2/ARTN/STMN1/SPP1/TNN/SLITRK3/NDP/APOE/PLXNA3/SNAP25/ATP8A2/EPHB2/EPHA7/NKX2-8/KIAA0319/TUBB2B/SEMA7A/PRICKLE1/IGF1R/CDH11/ADCY10/CRABP2/HMCN2/PLEKHG4B/THY1/UCHL1/WNT3A/ENAH/KIF5A/DPYSL5/ISL2/S100B/CHRNB2/NTN3/TRIM46/ADCY1/SLITRK5/RET/MAP1A/ISLR2/SHOX2/ACTBL2/SEMA3E/NPTX1/CDK5R2/LPAR3/GAP43/DAB1/BRSK2/DSCAML1/SLITRK4/ATOH7/RGMA/EPHB3/TSKU/EPHA10/EFNA5/FLRT2/MAPT/PLEKHG4/S100A6/KEL/PLXNB3/EFNA4/TUBB3/NEFL,92
GO:0045807,BP,GO:0045807,positive regulation of endocytosis,38/2907,155/18870,0.00200330908661899,0.017472009133005,0.0139558435679764,CYBA/SIRPG/TF/PYCARD/TFR2/SFRP4/VTN/APOA5/COLEC11/APOA1/CLU/LRP1/C3/CFP/APOE/CD36/EGF/SOD1/FCN3/AHSG/BICD1/MERTK/WNT3A/APOA2/FCN2/ITGA2/MBL2/C2/GREM1/PCSK9/NLGN1/CD14/APLN/ANXA2/COLEC10/NTF3/C4B/C4A,38
GO:0008608,BP,GO:0008608,attachment of spindle microtubules to kinetochore,16/2907,49/18870,0.00201398475202549,0.0175140563537333,0.0139894289690877,NDC80/BIRC5/KAT2B/ECT2/NEK2/SGO1/CCNB1/CDCA8/CENPE/KIF2C/NUF2/SPC25/RACGAP1/SPC24/CDT1/AURKB,16
GO:0046850,BP,GO:0046850,regulation of bone remodeling,16/2907,49/18870,0.00201398475202549,0.0175140563537333,0.0139894289690877,PDK4/SYT7/IL20RA/CLDN18/TF/HAMP/MDK/CALCA/LEPR/SPP1/TNFRSF11A/UBASH3B/GREM1/TMEM119/SIGLEC15/SRC,16
GO:0001655,BP,GO:0001655,urogenital system development,20/2907,67/18870,0.00204049899042978,0.0176675911139528,0.0141120655290597,TNC/PAX2/WNT11/ESR1/BMP7/AMH/HOXA13/HELLS/SOX9/PAX8/SERPINF1/EPHB2/SULF1/SRD5A1/HOXB13/AR/RARG/EPHB3/SERPINB5/HOXA10,20
GO:0060675,BP,GO:0060675,ureteric bud morphogenesis,20/2907,67/18870,0.00204049899042978,0.0176675911139528,0.0141120655290597,SOX8/PAX2/WNT11/SIX4/SALL1/SOX9/HS3ST3B1/PAX8/SIX1/LAMA5/WNT2B/ADAMTS16/KIF26B/GREM1/NPNT/SIX2/TACSTD2/FMN1/HOXB7/HNF1B,20
GO:0071300,BP,GO:0071300,cellular response to retinoic acid,20/2907,67/18870,0.00204049899042978,0.0176675911139528,0.0141120655290597,CYP26B1/TNC/TEAD2/PAX2/WNT11/TESC/SLC6A4/FZD10/PTK7/MYB/PCK1/SOX9/SERPINF1/WNT9A/WNT3A/ABCA1/RET/RARG/WNT7B/AQP1,20
GO:0034765,BP,GO:0034765,regulation of monoatomic ion transmembrane transport,93/2907,454/18870,0.00204722832627935,0.0177002414394933,0.0141381451191181,CFTR/KCNG1/CYBA/KCNQ1/KCNH2/CACNB1/ATP1B3/KCNQ2/CACNG4/KCNN2/TESC/FXYD3/KCNH4/HCN2/BDKRB1/MMP9/CACNA1F/CEMIP/JPH1/KCNN4/GRIN2D/HAMP/P2RX3/FGF12/RGS4/KCNJ8/HPCA/F2RL3/ATP1B2/EPO/CACNG6/EPHB2/GRP/KCNH3/FXYD2/HCN4/CACNG8/TMC2/ADRA2A/KCNJ16/THY1/UBASH3B/CACNA2D3/CABP1/KCNB1/G6PD/KCNF1/GPER1/WNK2/CACNB2/SCN3B/NETO1/JSRP1/CACNB3/GRM5/PCSK9/ADRB2/CLIC3/SLN/SLC30A1/KCNG3/KCND3/GLRX/KCNH6/CATSPER1/DPP10/GRIN1/GPR35/F2/KCNE1/GRIN2A/SCN5A/LRRC55/KCNH8/KCNQ3/KCNK12/KCND2/KCNH7/DRD1/CLCNKB/ANO9/CLCNKA/KCNJ11/ATP2A1/SLC6A9/WNK3/FLNA/KEL/CACNA1E/STK39/DMD/STIMATE/FXYD1,93
GO:0045834,BP,GO:0045834,positive regulation of lipid metabolic process,36/2907,145/18870,0.00205398763442843,0.0177330563012775,0.0141643561332195,MLXIPL/NR1H4/SCARB1/EEF1A2/MLYCD/FGF21/APOA5/APOA4/GPLD1/KAT2B/AADAC/IL1A/APOA1/RAB38/PCK1/APOE/RGN/ANGPTL3/IGF1R/APOA2/ADORA1/FABP1/ABHD6/STARD4/AVPR1A/CYP7A1/MFSD2A/HSD17B13/F2/ENPP7/MAPT/PPARA/CES1/DISP3/PLIN5/APOC2,36
GO:0055089,BP,GO:0055089,fatty acid homeostasis,8/2907,17/18870,0.00206311024749019,0.0177406291222862,0.0141704049570589,MLXIPL/NR1H4/DGAT2/GPAM/GOT1/APOE/ADORA1/ENPP7,8
GO:0070206,BP,GO:0070206,protein trimerization,8/2907,17/18870,0.00206311024749019,0.0177406291222862,0.0141704049570589,SLC1A5/P2RX3/SLC1A2/ASIC1/CLYBL/STEAP4/SIGMAR1/ITLN1,8
GO:0010469,BP,GO:0010469,regulation of signaling receptor activity,29/2907,110/18870,0.00206376029903246,0.0177406291222862,0.0141704049570589,MAPK8IP2/GPRC5A/CACNG4/HDAC6/ERRFI1/PLAU/EPHB2/IL10/CACNG8/MUC4/CRHBP/ADRA2A/BICD1/NETO1/GREM1/PSCA/PCSK9/ADRB2/NLGN1/DLGAP1/GREM2/BEGAIN/ADRA2C/PPARA/SHISA6/SLC6A9/DLGAP2/SHISA9/ADRA2B,29
GO:0006749,BP,GO:0006749,glutathione metabolic process,18/2907,58/18870,0.00207777740706711,0.0178099458832128,0.0142257720224471,GCLC/DPEP1/HAGH/GSTP1/MGST2/GSTZ1/SLC1A2/NDP/MMACHC/IDH1/SOD1/NAT8/GGTLC1/SLC7A11/G6PD/GGT6/GSTA1/GSTA2,18
GO:1903409,BP,GO:1903409,reactive oxygen species biosynthetic process,18/2907,58/18870,0.00207777740706711,0.0178099458832128,0.0142257720224471,ALOX5/CYBA/NOX4/CD36/TLR4/DUOX1/DUOXA1/DUOXA2/DUOX2/CYP1A1/CYP1A2/SOD1/ADCY10/ACOX1/INAVA/SLC25A33/GRIN1/PPARA,18
GO:0009612,BP,GO:0009612,response to mechanical stimulus,49/2907,213/18870,0.00215805039528553,0.0184715529542108,0.014754233558612,GCLC/TNC/KCNQ1/WNT11/BDKRB1/TRPA1/HPN/CXCL12/P2RX3/MDK/IGFBP2/GADD45A/SLC2A1/SOX9/FOSB/ATP8A2/CHI3L1/POSTN/SLC38A2/ANO3/SERPINE2/SCEL/TLR4/IL33/KIAA0319/STRA6/IGF1R/TNFRSF11A/ACTA1/ANKRD1/TMC2/CHEK1/MMP14/ITGA2/ADGRV1/TUBA1A/FOS/BNIP3/ATOH7/KCNQ3/KRT5/PDZD7/TLR5/SRC/DMD/AQP1/STRC/SCX/PKD1L3,49
